articulograph,position,trial,sensor,coordinate,SD
VOX,p16,t2,s3,Qx,0.0019
VOX,p16,t2,s4,Qx,0.0021
VOX,p16,t2,s5,Qx,0.0079
VOX,p16,t2,s6,Qx,0.0021
VOX,p16,t2,s7,Qx,0.022
VOX,p16,t2,s8,Qx,0.0048
WAVE,p16,t2,s1,Qy,0.0033
WAVE,p16,t2,s2,Qy,0.0097
WAVE,p16,t2,s3,Qy,0.0056
WAVE,p16,t2,s4,Qy,0.0054
WAVE,p16,t2,s5,Qy,0.0033
WAVE,p16,t2,s6,Qy,0.0077
WAVE,p16,t2,s7,Qy,0.0026
WAVE,p16,t2,s8,Qy,0.0049
VOX,p16,t2,s1,Qy,0.0016
VOX,p16,t2,s2,Qy,0.0026
VOX,p16,t2,s3,Qy,0.0018
VOX,p16,t2,s4,Qy,0.0027
VOX,p16,t2,s5,Qy,0.0119
VOX,p16,t2,s6,Qy,0.0026
VOX,p16,t2,s7,Qy,0.0191
VOX,p16,t2,s8,Qy,0.006
WAVE,p16,t2,s1,Qz,0.0133
WAVE,p16,t2,s2,Qz,0.0176
WAVE,p16,t2,s3,Qz,0.013
WAVE,p16,t2,s4,Qz,0.0126
WAVE,p16,t2,s5,Qz,0.005
WAVE,p16,t2,s6,Qz,0.0104
WAVE,p16,t2,s7,Qz,0.0059
WAVE,p16,t2,s8,Qz,0.0153
VOX,p16,t2,s1,Qz,0.0018
VOX,p16,t2,s2,Qz,0.002
VOX,p16,t2,s3,Qz,0.002
VOX,p16,t2,s4,Qz,0.0024
VOX,p16,t2,s5,Qz,0.0088
VOX,p16,t2,s6,Qz,0.0025
VOX,p16,t2,s7,Qz,0.0075
VOX,p16,t2,s8,Qz,0.0039
WAVE,p16,t2,s1,pitch,0.0023
WAVE,p16,t2,s2,pitch,0.0019
WAVE,p16,t2,s3,pitch,0.0036
WAVE,p16,t2,s4,pitch,0.0029
WAVE,p16,t2,s5,pitch,0.0015
WAVE,p16,t2,s6,pitch,0.0041
WAVE,p16,t2,s7,pitch,0.0028
WAVE,p16,t2,s8,pitch,0.0048
VOX,p16,t2,s1,pitch,0.0022
VOX,p16,t2,s2,pitch,0.003
VOX,p16,t2,s3,pitch,0.0023
VOX,p16,t2,s4,pitch,0.0022
VOX,p16,t2,s5,pitch,0.0115
VOX,p16,t2,s6,pitch,0.0018
VOX,p16,t2,s7,pitch,0.0169
VOX,p16,t2,s8,pitch,0.0032
WAVE,p16,t2,s1,yaw,0.0024
WAVE,p16,t2,s2,yaw,0.0017
WAVE,p16,t2,s3,yaw,0.0459
WAVE,p16,t2,s4,yaw,0.1283
WAVE,p16,t2,s5,yaw,0.0088
WAVE,p16,t2,s6,yaw,0.0061
WAVE,p16,t2,s7,yaw,0.0033
WAVE,p16,t2,s8,yaw,0.0059
VOX,p16,t2,s1,yaw,0.0515
VOX,p16,t2,s2,yaw,0.0001
VOX,p16,t2,s3,yaw,0.0413
VOX,p16,t2,s4,yaw,0.0001
VOX,p16,t2,s5,yaw,0.1186
VOX,p16,t2,s6,yaw,0
VOX,p16,t2,s7,yaw,0.234
VOX,p16,t2,s8,yaw,0.0002
WAVE,p1,t3,s1,Qx,0.0116
WAVE,p1,t3,s2,Qx,0.0139
WAVE,p1,t3,s3,Qx,0.0071
WAVE,p1,t3,s4,Qx,0.0153
WAVE,p1,t3,s5,Qx,0.0178
WAVE,p1,t3,s6,Qx,0.0122
WAVE,p1,t3,s7,Qx,0.0097
WAVE,p1,t3,s8,Qx,0.0273
VOX,p1,t3,s1,Qx,0.0173
VOX,p1,t3,s2,Qx,0.0033
VOX,p1,t3,s3,Qx,0.0017
VOX,p1,t3,s4,Qx,0.0021
VOX,p1,t3,s5,Qx,0.0019
VOX,p1,t3,s6,Qx,0.0029
VOX,p1,t3,s7,Qx,0.0025
VOX,p1,t3,s8,Qx,0.0028
WAVE,p1,t3,s1,Qy,0.0114
WAVE,p1,t3,s2,Qy,0.0174
WAVE,p1,t3,s3,Qy,0.0334
WAVE,p1,t3,s4,Qy,0.0158
WAVE,p1,t3,s5,Qy,0.0115
WAVE,p1,t3,s6,Qy,0.028
WAVE,p1,t3,s7,Qy,0.0244
WAVE,p1,t3,s8,Qy,0.041
VOX,p1,t3,s1,Qy,0.0262
VOX,p1,t3,s2,Qy,0.0028
VOX,p1,t3,s3,Qy,0.0019
VOX,p1,t3,s4,Qy,0.0024
VOX,p1,t3,s5,Qy,0.0017
VOX,p1,t3,s6,Qy,0.0026
VOX,p1,t3,s7,Qy,0.0019
VOX,p1,t3,s8,Qy,0.0047
WAVE,p1,t3,s1,Qz,0.025
WAVE,p1,t3,s2,Qz,0.0327
WAVE,p1,t3,s3,Qz,0.0191
WAVE,p1,t3,s4,Qz,0.0136
WAVE,p1,t3,s5,Qz,0.0229
WAVE,p1,t3,s6,Qz,0.0149
WAVE,p1,t3,s7,Qz,0.0075
WAVE,p1,t3,s8,Qz,0.0168
VOX,p1,t3,s1,Qz,0.0138
VOX,p1,t3,s2,Qz,0.0024
VOX,p1,t3,s3,Qz,0.0023
VOX,p1,t3,s4,Qz,0.0023
VOX,p1,t3,s5,Qz,0.0012
VOX,p1,t3,s6,Qz,0.002
VOX,p1,t3,s7,Qz,0.0018
VOX,p1,t3,s8,Qz,0.006
WAVE,p1,t3,s1,pitch,0.0128
WAVE,p1,t3,s2,pitch,0.01
WAVE,p1,t3,s3,pitch,0.0076
WAVE,p1,t3,s4,pitch,0.0046
WAVE,p1,t3,s5,pitch,0.0024
WAVE,p1,t3,s6,pitch,0.0039
WAVE,p1,t3,s7,pitch,0.0049
WAVE,p1,t3,s8,pitch,0.0056
VOX,p1,t3,s1,pitch,0.0155
VOX,p1,t3,s2,pitch,0.0026
VOX,p1,t3,s3,pitch,0.0019
VOX,p1,t3,s4,pitch,0.0022
VOX,p1,t3,s5,pitch,0.002
VOX,p1,t3,s6,pitch,0.0025
VOX,p1,t3,s7,pitch,0.0024
VOX,p1,t3,s8,pitch,0.0031
WAVE,p1,t3,s1,yaw,0.0089
WAVE,p1,t3,s2,yaw,0.0231
WAVE,p1,t3,s3,yaw,0.028
WAVE,p1,t3,s4,yaw,0.0053
WAVE,p1,t3,s5,yaw,0.0104
WAVE,p1,t3,s6,yaw,0.0238
WAVE,p1,t3,s7,yaw,0.1389
WAVE,p1,t3,s8,yaw,0.0172
VOX,p1,t3,s1,yaw,0.8273
VOX,p1,t3,s2,yaw,0.0002
VOX,p1,t3,s3,yaw,0.0277
VOX,p1,t3,s4,yaw,0
VOX,p1,t3,s5,yaw,0.0304
VOX,p1,t3,s6,yaw,0.0002
VOX,p1,t3,s7,yaw,0.0296
VOX,p1,t3,s8,yaw,0.0003
WAVE,p2,t3,s1,Qx,0.0225
WAVE,p2,t3,s2,Qx,0.0295
WAVE,p2,t3,s3,Qx,0.0089
WAVE,p2,t3,s4,Qx,0.0319
WAVE,p2,t3,s5,Qx,0.0302
WAVE,p2,t3,s6,Qx,0.0264
WAVE,p2,t3,s7,Qx,0.0175
WAVE,p2,t3,s8,Qx,0.0439
VOX,p2,t3,s1,Qx,0.0046
VOX,p2,t3,s2,Qx,0.0054
VOX,p2,t3,s3,Qx,0.0039
VOX,p2,t3,s4,Qx,0.004
VOX,p2,t3,s5,Qx,0.0031
VOX,p2,t3,s6,Qx,0.005
VOX,p2,t3,s7,Qx,0.0039
VOX,p2,t3,s8,Qx,0.0054
WAVE,p2,t3,s1,Qy,0.0305
WAVE,p2,t3,s2,Qy,0.0416
WAVE,p2,t3,s3,Qy,0.0304
WAVE,p2,t3,s4,Qy,0.0329
WAVE,p2,t3,s5,Qy,0.0256
WAVE,p2,t3,s6,Qy,0.0615
WAVE,p2,t3,s7,Qy,0.0484
WAVE,p2,t3,s8,Qy,0.0808
VOX,p2,t3,s1,Qy,0.0042
VOX,p2,t3,s2,Qy,0.0051
VOX,p2,t3,s3,Qy,0.0041
VOX,p2,t3,s4,Qy,0.0052
VOX,p2,t3,s5,Qy,0.0043
VOX,p2,t3,s6,Qy,0.0058
VOX,p2,t3,s7,Qy,0.0047
VOX,p2,t3,s8,Qy,0.0099
WAVE,p2,t3,s1,Qz,0.0494
WAVE,p2,t3,s2,Qz,0.0525
WAVE,p2,t3,s3,Qz,0.0235
WAVE,p2,t3,s4,Qz,0.0318
WAVE,p2,t3,s5,Qz,0.029
WAVE,p2,t3,s6,Qz,0.034
WAVE,p2,t3,s7,Qz,0.0157
WAVE,p2,t3,s8,Qz,0.0427
VOX,p2,t3,s1,Qz,0.003
VOX,p2,t3,s2,Qz,0.0038
VOX,p2,t3,s3,Qz,0.004
VOX,p2,t3,s4,Qz,0.0041
VOX,p2,t3,s5,Qz,0.0027
VOX,p2,t3,s6,Qz,0.004
VOX,p2,t3,s7,Qz,0.0039
VOX,p2,t3,s8,Qz,0.0085
WAVE,p2,t3,s1,pitch,0.0152
WAVE,p2,t3,s2,pitch,0.0118
WAVE,p2,t3,s3,pitch,0.0051
WAVE,p2,t3,s4,pitch,0.0083
WAVE,p2,t3,s5,pitch,0.0041
WAVE,p2,t3,s6,pitch,0.0071
WAVE,p2,t3,s7,pitch,0.0079
WAVE,p2,t3,s8,pitch,0.0084
VOX,p2,t3,s1,pitch,0.0035
VOX,p2,t3,s2,pitch,0.0039
VOX,p2,t3,s3,pitch,0.0032
VOX,p2,t3,s4,pitch,0.0032
VOX,p2,t3,s5,pitch,0.0025
VOX,p2,t3,s6,pitch,0.0036
VOX,p2,t3,s7,pitch,0.0033
VOX,p2,t3,s8,pitch,0.0045
WAVE,p2,t3,s1,yaw,0.0155
WAVE,p2,t3,s2,yaw,0.0329
WAVE,p2,t3,s3,yaw,0.0316
WAVE,p2,t3,s4,yaw,0.01
WAVE,p2,t3,s5,yaw,0.0136
WAVE,p2,t3,s6,yaw,0.0413
WAVE,p2,t3,s7,yaw,0.1782
WAVE,p2,t3,s8,yaw,0.0267
VOX,p2,t3,s1,yaw,0.1038
VOX,p2,t3,s2,yaw,0.0003
VOX,p2,t3,s3,yaw,0.0419
VOX,p2,t3,s4,yaw,0.0001
VOX,p2,t3,s5,yaw,0.069
VOX,p2,t3,s6,yaw,0.0003
VOX,p2,t3,s7,yaw,0.0519
VOX,p2,t3,s8,yaw,0.0004
WAVE,p3,t3,s1,Qx,0.05
WAVE,p3,t3,s2,Qx,0.0805
WAVE,p3,t3,s3,Qx,0.0284
WAVE,p3,t3,s4,Qx,0.0769
WAVE,p3,t3,s5,Qx,0.0692
WAVE,p3,t3,s6,Qx,0.0562
WAVE,p3,t3,s7,Qx,0.0376
WAVE,p3,t3,s8,Qx,0.1019
VOX,p3,t3,s1,Qx,0.0087
VOX,p3,t3,s2,Qx,0.0101
VOX,p3,t3,s3,Qx,0.009
VOX,p3,t3,s4,Qx,0.0092
VOX,p3,t3,s5,Qx,0.0093
VOX,p3,t3,s6,Qx,0.0119
VOX,p3,t3,s7,Qx,0.0101
VOX,p3,t3,s8,Qx,0.013
WAVE,p3,t3,s1,Qy,0.0747
WAVE,p3,t3,s2,Qy,0.1057
WAVE,p3,t3,s3,Qy,0.0676
WAVE,p3,t3,s4,Qy,0.0677
WAVE,p3,t3,s5,Qy,0.0607
WAVE,p3,t3,s6,Qy,0.1388
WAVE,p3,t3,s7,Qy,0.0952
WAVE,p3,t3,s8,Qy,0.1873
VOX,p3,t3,s1,Qy,0.0093
VOX,p3,t3,s2,Qy,0.0115
VOX,p3,t3,s3,Qy,0.0113
VOX,p3,t3,s4,Qy,0.0118
VOX,p3,t3,s5,Qy,0.0112
VOX,p3,t3,s6,Qy,0.0138
VOX,p3,t3,s7,Qy,0.0127
VOX,p3,t3,s8,Qy,0.0214
WAVE,p3,t3,s1,Qz,0.0907
WAVE,p3,t3,s2,Qz,0.1005
WAVE,p3,t3,s3,Qz,0.0663
WAVE,p3,t3,s4,Qz,0.0857
WAVE,p3,t3,s5,Qz,0.0567
WAVE,p3,t3,s6,Qz,0.073
WAVE,p3,t3,s7,Qz,0.0444
WAVE,p3,t3,s8,Qz,0.1184
VOX,p3,t3,s1,Qz,0.0057
VOX,p3,t3,s2,Qz,0.0083
VOX,p3,t3,s3,Qz,0.0083
VOX,p3,t3,s4,Qz,0.0078
VOX,p3,t3,s5,Qz,0.0063
VOX,p3,t3,s6,Qz,0.0101
VOX,p3,t3,s7,Qz,0.0086
VOX,p3,t3,s8,Qz,0.0141
WAVE,p3,t3,s1,pitch,0.0201
WAVE,p3,t3,s2,pitch,0.0175
WAVE,p3,t3,s3,pitch,0.0102
WAVE,p3,t3,s4,pitch,0.0158
WAVE,p3,t3,s5,pitch,0.008
WAVE,p3,t3,s6,pitch,0.0127
WAVE,p3,t3,s7,pitch,0.0141
WAVE,p3,t3,s8,pitch,0.0134
VOX,p3,t3,s1,pitch,0.0055
VOX,p3,t3,s2,pitch,0.0059
VOX,p3,t3,s3,pitch,0.0055
VOX,p3,t3,s4,pitch,0.0059
VOX,p3,t3,s5,pitch,0.0058
VOX,p3,t3,s6,pitch,0.007
VOX,p3,t3,s7,pitch,0.0067
VOX,p3,t3,s8,pitch,0.0084
WAVE,p3,t3,s1,yaw,0.0302
WAVE,p3,t3,s2,yaw,0.0573
WAVE,p3,t3,s3,yaw,0.09
WAVE,p3,t3,s4,yaw,0.0173
WAVE,p3,t3,s5,yaw,0.024
WAVE,p3,t3,s6,yaw,0.0772
WAVE,p3,t3,s7,yaw,0.2513
WAVE,p3,t3,s8,yaw,0.0548
VOX,p3,t3,s1,yaw,0.1618
VOX,p3,t3,s2,yaw,0.0004
VOX,p3,t3,s3,yaw,0.067
VOX,p3,t3,s4,yaw,0.0001
VOX,p3,t3,s5,yaw,0.1527
VOX,p3,t3,s6,yaw,0.0007
VOX,p3,t3,s7,yaw,0.117
VOX,p3,t3,s8,yaw,0.0008
WAVE,p4,t3,s1,Qx,0.1241
WAVE,p4,t3,s2,Qx,0.1892
WAVE,p4,t3,s3,Qx,0.0743
WAVE,p4,t3,s4,Qx,0.152
WAVE,p4,t3,s5,Qx,0.1589
WAVE,p4,t3,s6,Qx,0.1234
WAVE,p4,t3,s7,Qx,0.0856
WAVE,p4,t3,s8,Qx,0.1921
VOX,p4,t3,s1,Qx,0.0173
VOX,p4,t3,s2,Qx,0.0237
VOX,p4,t3,s3,Qx,0.0192
VOX,p4,t3,s4,Qx,0.0223
VOX,p4,t3,s5,Qx,0.0178
VOX,p4,t3,s6,Qx,0.022
VOX,p4,t3,s7,Qx,0.0199
VOX,p4,t3,s8,Qx,0.0267
WAVE,p4,t3,s1,Qy,0.1576
WAVE,p4,t3,s2,Qy,0.2363
WAVE,p4,t3,s3,Qy,0.139
WAVE,p4,t3,s4,Qy,0.1307
WAVE,p4,t3,s5,Qy,0.154
WAVE,p4,t3,s6,Qy,0.2627
WAVE,p4,t3,s7,Qy,0.1938
WAVE,p4,t3,s8,Qy,0.3642
VOX,p4,t3,s1,Qy,0.0211
VOX,p4,t3,s2,Qy,0.0238
VOX,p4,t3,s3,Qy,0.0232
VOX,p4,t3,s4,Qy,0.0256
VOX,p4,t3,s5,Qy,0.0229
VOX,p4,t3,s6,Qy,0.028
VOX,p4,t3,s7,Qy,0.0241
VOX,p4,t3,s8,Qy,0.0354
WAVE,p4,t3,s1,Qz,0.1612
WAVE,p4,t3,s2,Qz,0.1785
WAVE,p4,t3,s3,Qz,0.1318
WAVE,p4,t3,s4,Qz,0.2061
WAVE,p4,t3,s5,Qz,0.1119
WAVE,p4,t3,s6,Qz,0.1609
WAVE,p4,t3,s7,Qz,0.1086
WAVE,p4,t3,s8,Qz,0.2424
VOX,p4,t3,s1,Qz,0.0133
VOX,p4,t3,s2,Qz,0.0187
VOX,p4,t3,s3,Qz,0.0182
VOX,p4,t3,s4,Qz,0.0174
VOX,p4,t3,s5,Qz,0.0133
VOX,p4,t3,s6,Qz,0.0175
VOX,p4,t3,s7,Qz,0.0152
VOX,p4,t3,s8,Qz,0.0213
WAVE,p4,t3,s1,pitch,0.0285
WAVE,p4,t3,s2,pitch,0.03
WAVE,p4,t3,s3,pitch,0.0163
WAVE,p4,t3,s4,pitch,0.0274
WAVE,p4,t3,s5,pitch,0.0145
WAVE,p4,t3,s6,pitch,0.0208
WAVE,p4,t3,s7,pitch,0.0272
WAVE,p4,t3,s8,pitch,0.0192
VOX,p4,t3,s1,pitch,0.0095
VOX,p4,t3,s2,pitch,0.012
VOX,p4,t3,s3,pitch,0.0103
VOX,p4,t3,s4,pitch,0.0117
VOX,p4,t3,s5,pitch,0.0098
VOX,p4,t3,s6,pitch,0.0113
VOX,p4,t3,s7,pitch,0.0112
VOX,p4,t3,s8,pitch,0.0142
WAVE,p4,t3,s1,yaw,0.0558
WAVE,p4,t3,s2,yaw,0.1013
WAVE,p4,t3,s3,yaw,0.1978
WAVE,p4,t3,s4,yaw,0.0302
WAVE,p4,t3,s5,yaw,0.0466
WAVE,p4,t3,s6,yaw,0.1363
WAVE,p4,t3,s7,yaw,0.3811
WAVE,p4,t3,s8,yaw,0.0907
VOX,p4,t3,s1,yaw,0.2903
VOX,p4,t3,s2,yaw,0.0007
VOX,p4,t3,s3,yaw,0.1178
VOX,p4,t3,s4,yaw,0.0002
VOX,p4,t3,s5,yaw,0.2584
VOX,p4,t3,s6,yaw,0.0012
VOX,p4,t3,s7,yaw,0.1843
VOX,p4,t3,s8,yaw,0.0013
WAVE,p5,t3,s1,Qx,0.2837
WAVE,p5,t3,s2,Qx,0.3935
WAVE,p5,t3,s3,Qx,0.1508
WAVE,p5,t3,s4,Qx,0.2853
WAVE,p5,t3,s5,Qx,0.3499
WAVE,p5,t3,s6,Qx,0.2344
WAVE,p5,t3,s7,Qx,0.1587
WAVE,p5,t3,s8,Qx,0.3953
VOX,p5,t3,s1,Qx,0.0357
VOX,p5,t3,s2,Qx,0.0415
VOX,p5,t3,s3,Qx,0.0428
VOX,p5,t3,s4,Qx,0.045
VOX,p5,t3,s5,Qx,0.036
VOX,p5,t3,s6,Qx,0.0445
VOX,p5,t3,s7,Qx,0.0406
VOX,p5,t3,s8,Qx,0.0536
WAVE,p5,t3,s1,Qy,0.3551
WAVE,p5,t3,s2,Qy,0.4667
WAVE,p5,t3,s3,Qy,0.2792
WAVE,p5,t3,s4,Qy,0.2341
WAVE,p5,t3,s5,Qy,0.3065
WAVE,p5,t3,s6,Qy,0.5081
WAVE,p5,t3,s7,Qy,0.3438
WAVE,p5,t3,s8,Qy,0.6736
VOX,p5,t3,s1,Qy,0.0364
VOX,p5,t3,s2,Qy,0.0452
VOX,p5,t3,s3,Qy,0.0498
VOX,p5,t3,s4,Qy,0.0488
VOX,p5,t3,s5,Qy,0.0391
VOX,p5,t3,s6,Qy,0.0524
VOX,p5,t3,s7,Qy,0.0426
VOX,p5,t3,s8,Qy,0.0723
WAVE,p5,t3,s1,Qz,0.2584
WAVE,p5,t3,s2,Qz,0.3035
WAVE,p5,t3,s3,Qz,0.2652
WAVE,p5,t3,s4,Qz,0.3907
WAVE,p5,t3,s5,Qz,0.2359
WAVE,p5,t3,s6,Qz,0.3358
WAVE,p5,t3,s7,Qz,0.2435
WAVE,p5,t3,s8,Qz,0.5392
VOX,p5,t3,s1,Qz,0.027
VOX,p5,t3,s2,Qz,0.0339
VOX,p5,t3,s3,Qz,0.036
VOX,p5,t3,s4,Qz,0.0313
VOX,p5,t3,s5,Qz,0.0258
VOX,p5,t3,s6,Qz,0.0348
VOX,p5,t3,s7,Qz,0.0263
VOX,p5,t3,s8,Qz,0.0415
WAVE,p5,t3,s1,pitch,0.0444
WAVE,p5,t3,s2,pitch,0.0433
WAVE,p5,t3,s3,pitch,0.0254
WAVE,p5,t3,s4,pitch,0.0417
WAVE,p5,t3,s5,pitch,0.0256
WAVE,p5,t3,s6,pitch,0.0316
WAVE,p5,t3,s7,pitch,0.0439
WAVE,p5,t3,s8,pitch,0.0288
VOX,p5,t3,s1,pitch,0.017
VOX,p5,t3,s2,pitch,0.0187
VOX,p5,t3,s3,pitch,0.0199
VOX,p5,t3,s4,pitch,0.0209
VOX,p5,t3,s5,pitch,0.0179
VOX,p5,t3,s6,pitch,0.0197
VOX,p5,t3,s7,pitch,0.0201
VOX,p5,t3,s8,pitch,0.0245
WAVE,p5,t3,s1,yaw,0.1067
WAVE,p5,t3,s2,yaw,0.1624
WAVE,p5,t3,s3,yaw,0.3445
WAVE,p5,t3,s4,yaw,0.0489
WAVE,p5,t3,s5,yaw,0.0818
WAVE,p5,t3,s6,yaw,0.2151
WAVE,p5,t3,s7,yaw,0.5659
WAVE,p5,t3,s8,yaw,0.1501
VOX,p5,t3,s1,yaw,0.4433
VOX,p5,t3,s2,yaw,0.0012
VOX,p5,t3,s3,yaw,0.2078
VOX,p5,t3,s4,yaw,0.0004
VOX,p5,t3,s5,yaw,0.3808
VOX,p5,t3,s6,yaw,0.0021
VOX,p5,t3,s7,yaw,0.2934
VOX,p5,t3,s8,yaw,0.0023
WAVE,p6,t3,s1,Qx,0.6711
WAVE,p6,t3,s2,Qx,0.8927
WAVE,p6,t3,s3,Qx,0.4028
WAVE,p6,t3,s4,Qx,0.6973
WAVE,p6,t3,s5,Qx,0.7499
WAVE,p6,t3,s6,Qx,0.5596
WAVE,p6,t3,s7,Qx,0.3858
WAVE,p6,t3,s8,Qx,0.8329
VOX,p6,t3,s1,Qx,0.069
VOX,p6,t3,s2,Qx,0.0849
VOX,p6,t3,s3,Qx,0.0854
VOX,p6,t3,s4,Qx,0.082
VOX,p6,t3,s5,Qx,0.0725
VOX,p6,t3,s6,Qx,0.0875
VOX,p6,t3,s7,Qx,0.0739
VOX,p6,t3,s8,Qx,0.0976
WAVE,p6,t3,s1,Qy,0.8275
WAVE,p6,t3,s2,Qy,1.035
WAVE,p6,t3,s3,Qy,0.5823
WAVE,p6,t3,s4,Qy,0.5544
WAVE,p6,t3,s5,Qy,0.7582
WAVE,p6,t3,s6,Qy,1.0978
WAVE,p6,t3,s7,Qy,0.7174
WAVE,p6,t3,s8,Qy,1.3103
VOX,p6,t3,s1,Qy,0.0696
VOX,p6,t3,s2,Qy,0.09
VOX,p6,t3,s3,Qy,0.0851
VOX,p6,t3,s4,Qy,0.089
VOX,p6,t3,s5,Qy,0.0707
VOX,p6,t3,s6,Qy,0.0952
VOX,p6,t3,s7,Qy,0.0814
VOX,p6,t3,s8,Qy,0.1149
WAVE,p6,t3,s1,Qz,0.5284
WAVE,p6,t3,s2,Qz,0.6446
WAVE,p6,t3,s3,Qz,0.5402
WAVE,p6,t3,s4,Qz,0.8847
WAVE,p6,t3,s5,Qz,0.5716
WAVE,p6,t3,s6,Qz,0.7578
WAVE,p6,t3,s7,Qz,0.5477
WAVE,p6,t3,s8,Qz,1.246
VOX,p6,t3,s1,Qz,0.0551
VOX,p6,t3,s2,Qz,0.0619
VOX,p6,t3,s3,Qz,0.0647
VOX,p6,t3,s4,Qz,0.0572
VOX,p6,t3,s5,Qz,0.0493
VOX,p6,t3,s6,Qz,0.0647
VOX,p6,t3,s7,Qz,0.0504
VOX,p6,t3,s8,Qz,0.0681
WAVE,p6,t3,s1,pitch,0.0787
WAVE,p6,t3,s2,pitch,0.0718
WAVE,p6,t3,s3,pitch,0.0428
WAVE,p6,t3,s4,pitch,0.0705
WAVE,p6,t3,s5,pitch,0.0455
WAVE,p6,t3,s6,pitch,0.0596
WAVE,p6,t3,s7,pitch,0.0896
WAVE,p6,t3,s8,pitch,0.0477
VOX,p6,t3,s1,pitch,0.0281
VOX,p6,t3,s2,pitch,0.0329
VOX,p6,t3,s3,pitch,0.034
VOX,p6,t3,s4,pitch,0.032
VOX,p6,t3,s5,pitch,0.0306
VOX,p6,t3,s6,pitch,0.0336
VOX,p6,t3,s7,pitch,0.0305
VOX,p6,t3,s8,pitch,0.0381
WAVE,p6,t3,s1,yaw,0.2075
WAVE,p6,t3,s2,yaw,0.3012
WAVE,p6,t3,s3,yaw,0.7499
WAVE,p6,t3,s4,yaw,0.0866
WAVE,p6,t3,s5,yaw,0.1577
WAVE,p6,t3,s6,yaw,0.4497
WAVE,p6,t3,s7,yaw,0.9754
WAVE,p6,t3,s8,yaw,0.256
VOX,p6,t3,s1,yaw,0.6402
VOX,p6,t3,s2,yaw,0.0021
VOX,p6,t3,s3,yaw,0.3446
VOX,p6,t3,s4,yaw,0.0008
VOX,p6,t3,s5,yaw,0.5692
VOX,p6,t3,s6,yaw,0.0038
VOX,p6,t3,s7,yaw,0.4178
VOX,p6,t3,s8,yaw,0.0035
WAVE,p7,t3,s1,Qx,0.0248
WAVE,p7,t3,s2,Qx,0.0161
WAVE,p7,t3,s3,Qx,0.0331
WAVE,p7,t3,s4,Qx,0.0543
WAVE,p7,t3,s5,Qx,0.0452
WAVE,p7,t3,s6,Qx,0.1731
WAVE,p7,t3,s7,Qx,0.0858
WAVE,p7,t3,s8,Qx,0.1334
VOX,p7,t3,s1,Qx,0.0021
VOX,p7,t3,s2,Qx,0.0027
VOX,p7,t3,s3,Qx,0.0044
VOX,p7,t3,s4,Qx,0.0059
VOX,p7,t3,s5,Qx,0.0072
VOX,p7,t3,s6,Qx,0.0096
VOX,p7,t3,s7,Qx,0.0119
VOX,p7,t3,s8,Qx,0.0122
WAVE,p7,t3,s1,Qy,0.03
WAVE,p7,t3,s2,Qy,0.0204
WAVE,p7,t3,s3,Qy,0.0294
WAVE,p7,t3,s4,Qy,0.0303
WAVE,p7,t3,s5,Qy,0.0447
WAVE,p7,t3,s6,Qy,0.173
WAVE,p7,t3,s7,Qy,0.0713
WAVE,p7,t3,s8,Qy,0.1365
VOX,p7,t3,s1,Qy,0.0037
VOX,p7,t3,s2,Qy,0.0048
VOX,p7,t3,s3,Qy,0.0069
VOX,p7,t3,s4,Qy,0.0094
VOX,p7,t3,s5,Qy,0.0104
VOX,p7,t3,s6,Qy,0.0127
VOX,p7,t3,s7,Qy,0.0172
VOX,p7,t3,s8,Qy,0.0162
WAVE,p7,t3,s1,Qz,0.0285
WAVE,p7,t3,s2,Qz,0.019
WAVE,p7,t3,s3,Qz,0.0538
WAVE,p7,t3,s4,Qz,0.0402
WAVE,p7,t3,s5,Qz,0.0533
WAVE,p7,t3,s6,Qz,0.2549
WAVE,p7,t3,s7,Qz,0.2333
WAVE,p7,t3,s8,Qz,0.1982
VOX,p7,t3,s1,Qz,0.0024
VOX,p7,t3,s2,Qz,0.0025
VOX,p7,t3,s3,Qz,0.0058
VOX,p7,t3,s4,Qz,0.0048
VOX,p7,t3,s5,Qz,0.0067
VOX,p7,t3,s6,Qz,0.0085
VOX,p7,t3,s7,Qz,0.0121
VOX,p7,t3,s8,Qz,0.0111
WAVE,p7,t3,s1,pitch,0.014
WAVE,p7,t3,s2,pitch,0.008
WAVE,p7,t3,s3,pitch,0.0384
WAVE,p7,t3,s4,pitch,0.0332
WAVE,p7,t3,s5,pitch,0.0119
WAVE,p7,t3,s6,pitch,0.1266
WAVE,p7,t3,s7,pitch,0.0786
WAVE,p7,t3,s8,pitch,0.0509
VOX,p7,t3,s1,pitch,0.0009
VOX,p7,t3,s2,pitch,0.001
VOX,p7,t3,s3,pitch,0.0019
VOX,p7,t3,s4,pitch,0.0022
VOX,p7,t3,s5,pitch,0.0019
VOX,p7,t3,s6,pitch,0.0023
VOX,p7,t3,s7,pitch,0.0026
VOX,p7,t3,s8,pitch,0.0037
WAVE,p7,t3,s1,yaw,0.0349
WAVE,p7,t3,s2,yaw,0.0033
WAVE,p7,t3,s3,yaw,0.002
WAVE,p7,t3,s4,yaw,0.0542
WAVE,p7,t3,s5,yaw,0.0218
WAVE,p7,t3,s6,yaw,0.6465
WAVE,p7,t3,s7,yaw,167.6834
WAVE,p7,t3,s8,yaw,0.0207
VOX,p7,t3,s1,yaw,0.0146
VOX,p7,t3,s2,yaw,0.01
